Local;Data;Mínima;Média;Máxima;Mínima;Média;Máxima;Precipitação (mm)
Juquitiba;25/01/2022;17.81;23.765;29.72;57.85;78.925;100;0.254
Juquitiba;26/01/2022;18.21;24.165;30.12;53.97;76.985;100;0
Juquitiba;27/01/2022;20.34;25.965;31.59;38.7;67.1;95.5;0
Juquitiba;28/01/2022;18.33;25.225;32.12;35.23;67.615;100;50.55
Juquitiba;31/01/2022;17.34;19.34;21.34;91.3;95.65;100;5.08
Juquitiba;01/02/2022;18.27;21.165;24.06;68.87;84.435;100;3.81
Juquitiba;02/02/2022;17.21;23.23;29.25;51.84;75.92;100;4.064
Juquitiba;03/02/2022;16.88;22.2;27.52;53.77;76.885;100;22.61
Juquitiba;04/02/2022;17.48;22.365;27.25;58.98;79.49;100;0.508
Juquitiba;05/02/2022;18.81;23.77;28.73;49.78;74.89;100;0.508
Juquitiba;06/02/2022;20.74;25.235;29.73;51.12;70.06;89;0
Juquitiba;07/02/2022;19.14;24;28.86;52.18;76.09;100;1.778
Juquitiba;08/02/2022;14.68;18.11;21.54;62.34;81.17;100;5.08
Juquitiba;09/02/2022;14.75;19.405;24.06;61.66;80.83;100;0
Juquitiba;10/02/2022;13.82;19.875;25.93;47.25;73.625;100;0
Juquitiba;11/02/2022;13.36;20.08;26.8;43.38;71.69;100;0.254
Juquitiba;12/02/2022;14.42;19.475;24.53;55.05;77.525;100;0
Juquitiba;13/02/2022;14.68;20.505;26.33;56.85;78.425;100;1.27
Juquitiba;14/02/2022;14.28;21.935;29.59;48.31;74.155;100;0
Juquitiba;15/02/2022;16.35;24.77;33.19;27.42;63.71;100;1.016
Juquitiba;16/02/2022;15.68;21.84;28;47.44;73.72;100;0.254
Juquitiba;17/02/2022;14.16;21.575;28.99;44.11;72.055;100;0
Juquitiba;18/02/2022;15.68;22.505;29.33;37.64;68.82;100;0
Juquitiba;19/02/2022;14.21;20.905;27.6;46.91;73.455;100;0.254
Juquitiba;20/02/2022;14.75;21.535;28.32;39.77;69.885;100;1.016
Juquitiba;21/02/2022;14.82;23.375;31.93;26.96;63.48;100;1.778
Juquitiba;22/02/2022;15.15;24.005;32.86;31.16;65.58;100;0
Juquitiba;23/02/2022;16.02;24.61;33.2;26.82;63.41;100;0.254
Juquitiba;24/02/2022;15.82;24.94;34.06;36.23;68.115;100;0.508
Juquitiba;25/02/2022;16.82;23.94;31.06;40.63;70.315;100;0
Juquitiba;26/02/2022;15.82;23.805;31.79;42.5;71.25;100;0
Juquitiba;27/02/2022;15.95;24.44;32.93;34.16;67.08;100;0
Juquitiba;28/02/2022;15.75;23.77;31.79;46.31;73.155;100;0
Juquitiba;01/03/2022;17.69;25.71;33.73;25.49;62.745;100;0
Juquitiba;02/03/2022;17.69;24.28;30.87;41.57;70.785;100;0
Juquitiba;03/03/2022;17.75;25.27;32.79;30.69;65.345;100;0.254
Juquitiba;04/03/2022;17.22;25.11;33;33.9;66.65;99.4;0
Juquitiba;05/03/2022;17.35;23.975;30.6;48.18;74.09;100;0
Juquitiba;06/03/2022;17.69;25.31;32.93;25.69;62.845;100;0
Juquitiba;07/03/2022;16.69;24.975;33.26;32.03;66.015;100;0
Juquitiba;08/03/2022;16.69;25.175;33.66;31.83;65.915;100;19.81
Juquitiba;09/03/2022;17.75;25.305;32.86;32.63;66.315;100;0.254
Juquitiba;10/03/2022;18.42;24.64;30.86;44.9;72.45;100;0
Juquitiba;11/03/2022;17.75;25.105;32.46;33.43;66.715;100;70.4
Juquitiba;12/03/2022;17.95;23.87;29.79;40.77;70.385;100;53.85
Juquitiba;13/03/2022;17.42;22.545;27.67;57.12;78.56;100;14.48
Juquitiba;14/03/2022;17.62;22.21;26.8;63.53;81.765;100;4.318
Juquitiba;15/03/2022;18.22;21.81;25.4;68.47;84.235;100;89.2
Juquitiba;16/03/2022;18.61;23.04;27.47;62.46;81.23;100;1.778
Juquitiba;17/03/2022;17.95;22.44;26.93;65.13;82.565;100;13.46
Juquitiba;18/03/2022;18.15;24.34;30.53;49.04;74.52;100;0.254
Juquitiba;19/03/2022;19.42;25.975;32.53;33.9;66.95;100;0
Juquitiba;20/03/2022;16.28;23.935;31.59;43.57;71.785;100;14.73
Juquitiba;21/03/2022;15.08;17.375;19.67;78.6;89.3;100;2.794
Juquitiba;22/03/2022;14.42;18.345;22.27;58.53;78.215;97.9;0.254
Juquitiba;23/03/2022;15.02;19.675;24.33;45.52;72.76;100;0
Juquitiba;24/03/2022;15.15;21.64;28.13;39.84;69.92;100;0
Juquitiba;25/03/2022;16.75;23.445;30.14;37.1;68.55;100;0
Juquitiba;26/03/2022;19.82;24.945;30.07;44.24;72.12;100;0
Juquitiba;27/03/2022;18.09;23.645;29.2;45.18;72.59;100;0
Juquitiba;28/03/2022;17.55;22.875;28.2;54.85;77.425;100;19.56
Juquitiba;29/03/2022;16.75;21.31;25.87;65.4;82.7;100;8.64
Juquitiba;30/03/2022;15.88;20.94;26;61.13;80.565;100;0
Juquitiba;31/03/2022;16.75;23.775;30.8;39.24;69.62;100;0
Juquitiba;01/04/2022;13.88;16.975;20.07;95.5;97.75;100;15.49
Juquitiba;02/04/2022;14.21;16.01;17.81;92.9;96.45;100;16.51
Juquitiba;03/04/2022;15.28;17.64;20;87.6;93.8;100;1.778
Juquitiba;06/04/2022;15.95;18.32;20.69;84.7;92.35;100;12.19
Juquitiba;07/04/2022;15.75;20.975;26.2;54.32;77.16;100;0.254
Juquitiba;08/04/2022;14.49;19.015;23.54;59.93;79.965;100;0
Juquitiba;09/04/2022;15.82;22.68;29.54;44.38;72.19;100;0.508
Juquitiba;10/04/2022;16.22;22.71;29.2;46.45;73.225;100;2.032
Juquitiba;11/04/2022;15.02;20.745;26.47;48.65;74.325;100;0.254
Juquitiba;12/04/2022;15.62;21.31;27;49.25;74.625;100;0
Juquitiba;13/04/2022;16.89;21.815;26.74;53.93;76.965;100;0
Juquitiba;14/04/2022;17.89;22.215;26.54;54.66;76.98;99.3;1.524
Juquitiba;15/04/2022;11.29;17.715;24.14;60.34;80.17;100;18.29
Juquitiba;16/04/2022;9.89;15.415;20.94;49.72;74.86;100;0.254
Juquitiba;17/04/2022;10.63;15.715;20.8;52.19;76.095;100;3.556
Juquitiba;18/04/2022;9.89;14.78;19.67;54.46;77.23;100;0
Juquitiba;19/04/2022;10.29;15.58;20.87;60;80;100;0.254
Juquitiba;20/04/2022;11.89;17.945;24;49.72;74.86;100;0
Juquitiba;21/04/2022;11.89;17.315;22.74;52.86;76.43;100;0.254
Juquitiba;22/04/2022;12.43;19.28;26.13;35.57;67.785;100;0
Juquitiba;23/04/2022;13.63;20.615;27.6;33.63;66.815;100;0
Juquitiba;24/04/2022;10.96;19.245;27.53;31.84;65.92;100;0
Juquitiba;25/04/2022;12.23;18.785;25.34;49.78;74.89;100;0
Juquitiba;26/04/2022;14.03;21.05;28.07;45.45;72.725;100;0
Juquitiba;27/04/2022;;144.55;289.1;23.56;61.78;100;0
Juquitiba;28/04/2022;;148.9;297.8;31.63;65.815;100;0
Juquitiba;29/04/2022;15.56;87.43;159.3;30.7;65.35;100;0.508
Juquitiba;30/04/2022;16.15;19.38;22.61;83.1;91.55;100;5.588
Juquitiba;01/05/2022;15.15;17.35;19.55;85.3;92.65;100;0
Juquitiba;02/05/2022;15.48;21.875;28.27;38.37;69.185;100;0.254
Juquitiba;03/05/2022;;145.8;291.6;44.58;72.29;100;0
Juquitiba;04/05/2022;;144.2;288.4;32.03;66.015;100;0
Juquitiba;05/05/2022;11.03;16.115;21.2;42.99;69.145;95.3;7.11
Juquitiba;06/05/2022;11.69;15.08;18.47;72.2;86.1;100;0.762
Juquitiba;07/05/2022;11.23;15.25;19.27;62.87;81.435;100;0
Juquitiba;08/05/2022;12.89;14.82;16.75;69.64;84.82;100;0.762
Juquitiba;09/05/2022;12.09;16.345;20.6;58.27;79.135;100;0.254
Juquitiba;10/05/2022;12.1;17.355;22.61;50.86;75.43;100;0
Juquitiba;11/05/2022;12.96;18.745;24.53;42.38;71.19;100;0.254
Juquitiba;12/05/2022;13.63;18.62;23.61;50.66;75.33;100;20.32
Juquitiba;13/05/2022;13.09;17.515;21.94;61.27;80.635;100;0.254
Juquitiba;14/05/2022;13.16;17.385;21.61;55.87;77.935;100;0
Juquitiba;15/05/2022;15.28;19.345;23.41;57.27;78.635;100;0.762
Juquitiba;16/05/2022;10.96;17.215;23.47;52.93;76.465;100;0.508
Juquitiba;17/05/2022;11.23;16.685;22.14;52.59;76.295;100;0
Juquitiba;18/05/2022;5.231;114.155;17.6;20.02;52.01;84;0
Juquitiba;19/05/2022;5.432;9.721;14.01;43.46;60.73;78;0
Juquitiba;20/05/2022;2.158;9.054;15.95;47.93;73.965;100;0
Juquitiba;21/05/2022;2.158;10.579;19;41.45;70.725;100;0
Juquitiba;22/05/2022;8.42;14.645;20.87;29.97;64.985;100;0
Juquitiba;23/05/2022;7.29;14.715;22.14;29.43;64.715;100;0
Juquitiba;24/05/2022;7.22;15.875;24.53;26.96;63.48;100;0
Juquitiba;25/05/2022;;138.15;276.3;27.09;63.545;100;0.254
Juquitiba;26/05/2022;;130.05;260.1;23.36;61.68;100;0
Juquitiba;27/05/2022;7.22;16.21;25.2;29.23;64.615;100;0
Juquitiba;28/05/2022;8.36;16.845;25.33;29.96;64.98;100;0
Juquitiba;29/05/2022;8.49;17.31;26.13;25.36;62.68;100;0
Juquitiba;30/05/2022;9.49;18.08;26.67;30.3;65.15;100;2.286
Juquitiba;31/05/2022;14.21;16.45;18.69;84.1;92.05;100;33.27
Juquitiba;01/06/2022;13.21;13.915;14.62;100;100;100;12.19
Juquitiba;02/06/2022;13.35;16.075;18.8;97.8;98.9;100;1.016
Juquitiba;03/06/2022;13.15;14.115;15.08;100;100;100;5.334
Juquitiba;04/06/2022;12.02;14.545;17.07;91.8;95.9;100;3.81
Juquitiba;05/06/2022;12.29;14.22;16.15;86.7;93.35;100;0
Juquitiba;06/06/2022;12.23;17.18;22.13;56.19;78.095;100;0
Juquitiba;07/06/2022;11.96;18.18;24.4;45.98;72.99;100;0
Juquitiba;08/06/2022;12.16;15.92;19.68;76.4;88.2;100;15.75
Juquitiba;09/06/2022;12.81;14.51;16.21;94.9;97.45;100;0
Juquitiba;10/06/2022;13.01;16.84;20.67;64.07;82.035;100;13.72
Juquitiba;11/06/2022;12.95;17.545;22.14;57.07;78.535;100;0.508
Juquitiba;12/06/2022;6.285;118.425;17.4;68.01;84.005;100;0
Juquitiba;13/06/2022;2.091;102.105;18.33;21.29;60.645;100;0.254
Juquitiba;14/06/2022;2.225;100.475;17.87;39.11;69.555;100;0
Juquitiba;15/06/2022;9.42;13.245;17.07;55.4;77.7;100;0
Juquitiba;16/06/2022;8.76;14.78;20.8;49.52;74.76;100;0
Juquitiba;17/06/2022;;171.4;342.8;22.76;61.38;100;0
Juquitiba;18/06/2022;6.752;16.111;25.47;27.03;63.515;100;0.508
Juquitiba;26/06/2022;12.55;16.51;20.47;60.34;80.17;100;1.778
Juquitiba;27/06/2022;11.49;13.88;16.27;77.6;88.8;100;1.524
Juquitiba;28/06/2022;8.56;12.12;15.68;71.8;85.9;100;0
Juquitiba;29/06/2022;8.49;16.045;23.6;41.91;70.955;100;0
Juquitiba;30/06/2022;10.63;17.38;24.13;38.71;69.355;100;0
Juquitiba;01/07/2022;6.752;14.376;22;44.71;72.355;100;0
Juquitiba;02/07/2022;6.686;13.578;20.47;60.14;80.07;100;0
Juquitiba;03/07/2022;;149.15;298.3;27.89;63.945;100;0
Juquitiba;04/07/2022;;163.3;326.6;23.76;61.88;100;0
Juquitiba;05/07/2022;;147.55;295.1;27.56;63.78;100;0.254
Juquitiba;06/07/2022;6.886;16.243;25.6;26.89;63.445;100;0
Juquitiba;07/07/2022;6.819;157.745;24.73;30.03;65.015;100;0.254
Juquitiba;08/07/2022;8.82;17.475;26.13;26.69;63.345;100;2.54
Juquitiba;09/07/2022;11.95;18.405;24.86;37.1;68.55;100;0
Juquitiba;10/07/2022;8.96;16.51;24.06;28.63;64.315;100;0
Juquitiba;11/07/2022;8.42;9.79;11.16;95.1;97.55;100;0
Juquitiba;12/07/2022;8.36;16.545;24.73;31.83;65.915;100;0
Juquitiba;13/07/2022;12.35;18.81;25.27;32.7;66.35;100;3.556
Juquitiba;14/07/2022;12.08;13.58;15.08;90.7;95.35;100;1.27
Juquitiba;15/07/2022;11.16;18.18;25.2;39.17;69.585;100;0
Juquitiba;16/07/2022;10.69;10.925;11.16;100;100;100;0
Juquitiba;17/07/2022;11.09;19.61;28.13;27.49;63.745;100;0
Juquitiba;18/07/2022;12.81;19.905;27;31.77;65.885;100;0.254
Juquitiba;19/07/2022;12.95;15.575;18.2;78.8;89.4;100;0.254
Juquitiba;20/07/2022;12.95;19.57;26.19;41.84;70.92;100;0
Juquitiba;21/07/2022;11.54;15.17;18.8;69.28;84.64;100;0
Juquitiba;22/07/2022;9.69;17.94;26.19;27.56;63.78;100;0
Juquitiba;23/07/2022;;147.65;295.3;90;95;100;0
Juquitiba;24/07/2022;;149.6;299.2;19.55;59.775;100;0
Juquitiba;25/07/2022;7.15;17.17;27.19;22.22;61.11;100;0.254
Juquitiba;26/07/2022;7.95;17.535;27.12;26.55;63.275;100;0
Juquitiba;27/07/2022;9.56;15.275;20.99;58.33;79.165;100;0
Juquitiba;28/07/2022;10.68;17.405;24.13;48.05;74.025;100;0
Juquitiba;29/07/2022;10.69;18.705;26.72;27.89;63.945;100;0
Juquitiba;30/07/2022;8.22;12.845;17.47;60.95;80.475;100;7.87
Juquitiba;31/07/2022;7.95;12.435;16.92;51.12;75.56;100;0
Juquitiba;01/08/2022;8.76;14.81;20.86;37.97;68.985;100;0
Juquitiba;02/08/2022;8.09;17.065;26.04;31.42;65.71;100;0
Juquitiba;03/08/2022;9.36;17.835;26.31;30.62;65.31;100;0
Juquitiba;04/08/2022;9.69;17.1;24.51;43.1;71.55;100;0
Juquitiba;05/08/2022;14.68;21.765;28.85;23.02;51.51;80;0
Juquitiba;06/08/2022;12.08;18.34;24.6;38.17;69.085;100;2.286
Juquitiba;10/08/2022;13.61;15.67;17.73;78.3;89.15;100;13.46
Juquitiba;11/08/2022;8.81;12.94;17.07;31.24;65.62;100;8.89
Juquitiba;12/08/2022;9.08;13.005;16.93;59.2;79.6;100;4.572
Juquitiba;13/08/2022;7.49;12.875;18.26;50.58;75.29;100;0
Juquitiba;14/08/2022;7.49;16.165;24.84;29.09;64.545;100;0.254
Juquitiba;15/08/2022;7.62;17;26.38;29.22;64.61;100;0.254
Juquitiba;16/08/2022;9.49;18.535;27.58;23.48;61.74;100;0
Juquitiba;17/08/2022;13.01;20.63;28.25;25.55;61.225;96.9;0
Juquitiba;18/08/2022;13.41;16.975;20.54;43.32;69.76;96.2;0
Juquitiba;19/08/2022;7.88;16.84;25.8;31.9;65.95;100;5.334
Juquitiba;21/08/2022;8.68;10.68;12.68;69.23;84.615;100;0.254
Juquitiba;22/08/2022;10.28;12.74;15.2;61.61;77.655;93.7;0.254
Juquitiba;23/08/2022;12.01;15.5;18.99;52.85;69.525;86.2;0.254
Juquitiba;24/08/2022;12.41;16.83;21.25;48.64;66.67;84.7;0
Juquitiba;25/08/2022;13.75;18.43;23.11;40.3;68.2;96.1;0
Juquitiba;26/08/2022;14.74;19.96;25.18;42.1;71.05;100;0
Juquitiba;27/08/2022;10.01;17.825;25.64;40.49;70.245;100;0
Juquitiba;28/08/2022;9.82;19.3;28.78;18.15;59.075;100;0
Juquitiba;29/08/2022;9.34;19.295;29.25;22.82;61.41;100;2.794
Juquitiba;30/08/2022;8.54;9.775;11.01;81.8;90.9;100;6.35
Juquitiba;31/08/2022;8.02;10.775;13.53;74.4;87.2;100;0.762
Juquitiba;01/09/2022;8.15;13.405;18.66;46.25;73.125;100;0.254
Juquitiba;02/09/2022;7.55;16.23;24.91;28.75;64.375;100;0
Juquitiba;03/09/2022;8.56;18.67;28.78;18.75;59.375;100;0
Juquitiba;04/09/2022;8.27;13.035;17.8;74.8;87.4;100;10.16
Juquitiba;05/09/2022;9.14;10.935;12.73;82.2;91.1;100;2.032
Juquitiba;07/09/2022;12.21;15.17;18.13;70.1;85.05;100;0
Juquitiba;08/09/2022;10.88;14.91;18.94;65.94;82.97;100;2.794
Juquitiba;09/09/2022;13.88;21.395;28.91;27.42;62.86;98.3;0.254
Juquitiba;10/09/2022;13.48;22.83;32.18;19.21;52.455;85.7;0.254
Juquitiba;11/09/2022;9.54;18.625;27.71;33.62;66.81;100;10.67
Juquitiba;12/09/2022;10.34;11.7;13.06;80.1;90.05;100;0
Juquitiba;13/09/2022;12.01;13.84;15.67;77.2;88.6;100;4.572
Juquitiba;14/09/2022;13.41;20.425;27.44;43.83;71.915;100;2.794
Juquitiba;15/09/2022;11.74;14.37;17;100;100;100;8.38
Juquitiba;16/09/2022;10.81;12.705;14.6;100;100;100;4.572
Juquitiba;17/09/2022;9.61;12.84;16.07;69.95;84.975;100;4.318
Juquitiba;18/09/2022;7.35;11.905;16.46;51.99;75.995;100;0.762
Juquitiba;19/09/2022;8.02;13.535;19.05;45.78;72.89;100;0.254
Juquitiba;20/09/2022;12.88;18.03;23.18;46.83;73.415;100;12.45
Juquitiba;21/09/2022;13.15;19.13;25.11;53.04;76.52;100;0.254
Juquitiba;22/09/2022;12.35;16.3;20.25;62.26;81.13;100;3.81
Juquitiba;23/09/2022;11.34;16.825;22.31;67.45;83.725;100;0
Juquitiba;24/09/2022;3.614;12.992;22.37;19.62;59.81;100;0
Juquitiba;25/09/2022;4.949;119.345;18.92;46.31;73.155;100;0
Juquitiba;26/09/2022;11.88;14.14;16.4;67.14;83.57;100;3.048
Juquitiba;27/09/2022;12.01;13.805;15.6;100;100;100;18.03
Juquitiba;28/09/2022;12.21;18.395;24.58;55.98;77.99;100;22.61
Juquitiba;29/09/2022;10.61;13.035;15.46;100;100;100;8.89
Juquitiba;30/09/2022;10.88;12.37;13.86;77.7;88.85;100;0.508
Juquitiba;01/10/2022;11.88;13.94;16;73.4;86.7;100;4.318
Juquitiba;02/10/2022;13.47;18.325;23.18;57.24;78.62;100;0.508
Juquitiba;03/10/2022;13.21;17.03;20.85;58.78;79.39;100;0.254
Juquitiba;04/10/2022;13.21;16.37;19.53;62.06;81.03;100;0.762
Juquitiba;05/10/2022;13.35;16.075;18.8;75.4;87.7;100;0
Juquitiba;06/10/2022;13.88;18.73;23.58;50.71;72.705;94.7;0
Juquitiba;07/10/2022;16.08;23.465;30.85;31.35;65.675;100;5.842
Juquitiba;08/10/2022;14.21;20.165;26.12;30.69;64.895;99.1;0.254
Juquitiba;09/10/2022;10.02;18.365;26.71;25.75;62.875;100;0
Juquitiba;10/10/2022;13.28;21.43;29.58;30.95;65.475;100;2.286
Juquitiba;11/10/2022;14.35;15.28;16.21;100;100;100;1.27
Juquitiba;12/10/2022;14.48;20.035;25.59;60.12;80.06;100;0.254
Juquitiba;13/10/2022;14.87;19.235;23.6;52.19;76.095;100;0
Juquitiba;14/10/2022;14.48;20.63;26.78;53.7;76.85;100;0
Juquitiba;15/10/2022;14.74;17.64;20.54;72.8;86.4;100;4.572
Juquitiba;16/10/2022;14.54;15.77;17;100;100;100;7.37
Juquitiba;17/10/2022;14.87;19.355;23.84;54.17;77.085;100;0.254
Juquitiba;18/10/2022;14.95;19.465;23.98;57.44;78.72;100;1.27
Juquitiba;19/10/2022;14.41;15.305;16.2;100;100;100;13.97
Juquitiba;20/10/2022;13.48;19.2;24.92;49.51;74.755;100;6.096
Juquitiba;21/10/2022;15.47;20.36;25.25;47.9;73.95;100;0.508
Juquitiba;22/10/2022;16.35;20.505;24.66;54.39;76.245;98.1;0
Juquitiba;23/10/2022;14.55;20.07;25.59;46.64;72.02;97.4;0
Juquitiba;24/10/2022;10.69;17.705;24.72;48.98;74.49;100;0.254
Juquitiba;25/10/2022;12.48;17.905;23.33;55.86;77.93;100;0
Juquitiba;26/10/2022;11.69;18.445;25.2;41.11;70.005;98.9;0
Juquitiba;27/10/2022;13.75;20.3;26.85;41.77;70.885;100;0
Juquitiba;28/10/2022;16.27;25.1;33.93;13.28;56.64;100;12.7
Juquitiba;29/10/2022;15.42;22.34;29.26;37.83;68.915;100;0
Juquitiba;30/10/2022;15.68;23.705;31.73;29.62;64.81;100;38.1
Juquitiba;31/10/2022;16.94;23.335;29.73;45.31;72.655;100;48.51
Juquitiba;01/11/2022;13.75;18.14;22.53;72.6;86.3;100;17.02
Juquitiba;02/11/2022;10.48;13.105;15.73;100;100;100;8.64
Juquitiba;03/11/2022;9.62;10.95;12.28;100;100;100;10.67
Juquitiba;04/11/2022;10.15;12.375;14.6;70.7;85.35;100;6.35
Juquitiba;05/11/2022;10.16;14.28;18.4;45.12;72.56;100;1.778
Juquitiba;06/11/2022;9.36;14.045;18.73;52.72;76.36;100;0.254
Juquitiba;07/11/2022;10.03;14.445;18.86;51.79;75.895;100;0
Juquitiba;08/11/2022;9.76;15.51;21.26;43.44;71.72;100;0
Juquitiba;09/11/2022;10.09;16.445;22.8;40.11;70.055;100;0
Juquitiba;10/11/2022;11.61;19.065;26.52;35.23;67.615;100;0
Juquitiba;11/11/2022;13.41;19.84;26.27;48.05;74.025;100;0
Juquitiba;12/11/2022;14.15;20.04;25.93;53.45;76.725;100;21.84
Juquitiba;13/11/2022;15.02;19.875;24.73;53.59;76.795;100;0.254
Juquitiba;14/11/2022;16.88;23.07;29.26;37.3;68.65;100;15.24
Juquitiba;15/11/2022;15.15;21.705;28.26;40.5;70.25;100;3.556
Juquitiba;16/11/2022;10.89;19.305;27.72;36.43;68.215;100;0
Juquitiba;17/11/2022;9.62;17.275;24.93;35.44;67.72;100;0
Juquitiba;18/11/2022;9.89;17.075;24.26;35.1;67.55;100;0
Juquitiba;19/11/2022;13.15;18.375;23.6;38.64;69.32;100;0
Juquitiba;20/11/2022;15.08;19.94;24.8;42.11;64.705;87.3;0
Juquitiba;21/11/2022;13.88;20.135;26.39;50.18;75.09;100;0
Juquitiba;22/11/2022;14.48;21.735;28.99;35.1;67.55;100;0
Juquitiba;23/11/2022;15.02;22.905;30.79;30.56;65.28;100;36.07
Juquitiba;24/11/2022;14.01;21.665;29.32;37.9;68.95;100;37.85
Juquitiba;25/11/2022;12.61;18.17;23.73;59.59;79.795;100;46.74
Juquitiba;26/11/2022;12.09;15.315;18.54;72.8;86.4;100;0.254
Juquitiba;27/11/2022;12.68;18.635;24.59;44.91;72.455;100;0.254
Juquitiba;28/11/2022;14.55;19.44;24.33;45.71;72.855;100;5.08
Juquitiba;29/11/2022;14.75;19.035;23.32;57.58;78.79;100;13.46
Juquitiba;30/11/2022;14.28;16.11;17.94;100;100;100;3.81
Juquitiba;01/12/2022;13.2;18.55;23.9;64.8;82.4;100;22.4
Juquitiba;02/12/2022;14.8;21.75;28.7;37;68.5;100;0.3
Juquitiba;03/12/2022;16.8;22.9;29;39.2;69.6;100;1.8
Juquitiba;04/12/2022;16.6;22.55;28.5;48;74;100;38.9
Juquitiba;05/12/2022;16.7;22.05;27.4;50;75;100;33.3
Juquitiba;06/12/2022;17.2;20.45;23.7;68.4;84.2;100;20.1
Juquitiba;07/12/2022;17.7;20;22.3;79.4;89.7;100;6.1
Juquitiba;08/12/2022;12.9;19.5;26.1;62.2;81.1;100;0.3
Juquitiba;09/12/2022;14.2;23;31.8;28.5;64.25;100;0
Juquitiba;10/12/2022;14.6;23.45;32.3;22;61;100;0
Juquitiba;11/12/2022;15.2;23.85;32.5;29.4;64.7;100;0
Juquitiba;12/12/2022;18.1;23.95;29.8;47;73.5;100;0
Juquitiba;13/12/2022;17.5;24.2;30.9;42.4;71.2;100;21.3
Juquitiba;14/12/2022;14.1;17.2;20.3;87.9;93.95;100;13.2
Juquitiba;15/12/2022;12.6;17.55;22.5;50.2;75.1;100;0
Juquitiba;16/12/2022;12.2;18.35;24.5;47.8;73.9;100;0
Juquitiba;17/12/2022;13.4;20.55;27.7;36.8;68.4;100;0
Juquitiba;18/12/2022;13.6;18.95;24.3;47.9;73.95;100;0
Juquitiba;19/12/2022;16.4;20.1;23.8;54.7;72.8;90.9;0.3
Juquitiba;20/12/2022;14.5;16.9;19.3;74.8;87.4;100;47.8
Juquitiba;21/12/2022;13.8;16.25;18.7;100;100;100;14
Juquitiba;22/12/2022;12.9;16.05;19.2;77.5;88.75;100;7.9
Juquitiba;23/12/2022;14;16.15;18.3;73.4;86.7;100;1.3
Juquitiba;24/12/2022;15.2;15.55;15.9;86.5;86.95;87.4;0
Juquitiba;25/12/2022;15.2;17.35;19.5;76.3;88.15;100;0
Juquitiba;26/12/2022;16.4;16.65;16.9;100;100;100;0
Juquitiba;27/12/2022;16.8;22.15;27.5;42.4;71.2;100;1
Juquitiba;28/12/2022;18.7;21.85;25;66.3;83.15;100;8.1
Juquitiba;29/12/2022;18.1;22.15;26.2;57.9;78.95;100;16.8
Juquitiba;30/12/2022;16.6;21.25;25.9;56.6;78.3;100;4.8
Juquitiba;31/12/2022;16.5;19.7;22.9;68.9;84.45;100;0.3
Juquitiba;01/01/2023;15.9;19.1;22.3;74.5;87.25;100;0
Juquitiba;02/01/2023;15.6;21.95;28.3;53;76.5;100;0
Juquitiba;03/01/2023;16.4;22.75;29.1;44.7;72.35;100;23.4
Juquitiba;04/01/2023;18.6;23.25;27.9;48;74;100;2.3
Juquitiba;05/01/2023;13.2;16.1;19;88.1;94.05;100;101.9
Juquitiba;06/01/2023;13.1;14.55;16;100;100;100;5.6
Juquitiba;07/01/2023;14.8;17.95;21.1;56.5;78.25;100;1.3
Juquitiba;08/01/2023;13.8;16.7;19.6;65.8;82.9;100;1.5
Juquitiba;09/01/2023;14.4;17.95;21.5;73;86.5;100;1.5
Juquitiba;10/01/2023;14.8;17.65;20.5;75.6;87.8;100;0.3
Juquitiba;11/01/2023;15.9;18.3;20.7;85.6;92.8;100;3.3
Juquitiba;12/01/2023;19.1;22.9;26.7;70.6;84.05;97.5;15.7
Juquitiba;13/01/2023;19.8;23.8;27.8;63.3;80.3;97.3;6.5
Juquitiba;14/01/2023;20;24.35;28.7;67.3;82.2;97.1;16.3
Juquitiba;15/01/2023;20.7;25.9;31.1;54.9;75.95;97;2.9
Juquitiba;16/01/2023;21.4;26.1;30.8;60.2;78.7;97.2;0.6
Juquitiba;17/01/2023;21.5;25.7;29.9;68.3;82.75;97.2;17
Juquitiba;18/01/2023;20.4;25.25;30.1;64;80.65;97.3;2.3
Juquitiba;19/01/2023;20.7;25.35;30;60.3;78.65;97;2.7
Juquitiba;20/01/2023;19.8;24.8;29.8;60.2;78.65;97.1;0.8
Juquitiba;21/01/2023;18.6;22.95;27.3;67;82.3;97.6;7.9
Juquitiba;22/01/2023;19.4;24.05;28.7;60.7;78.9;97.1;1.7
Juquitiba;23/01/2023;20.4;25.2;30;57.8;77.25;96.7;1.1
Juquitiba;24/01/2023;20.3;24.4;28.5;66;81.75;97.5;4.4
Juquitiba;25/01/2023;19.5;24.45;29.4;61.3;79.4;97.5;21.6
Juquitiba;26/01/2023;15;21.35;27.7;50.5;75.25;100;0
Juquitiba;27/01/2023;15;15.75;16.5;50;75;100;0
Juquitiba;28/01/2023;16.1;22.3;28.5;49.4;74.7;100;0
Juquitiba;29/01/2023;16.4;23;29.6;53.1;76.55;100;23.1
Juquitiba;30/01/2023;15.6;22.95;30.3;43.7;71.85;100;67.1
Juquitiba;31/01/2023;18;23.8;29.6;51.7;75.85;100;7.6
Juquitiba;01/02/2023;18.1;22.8;27.5;52.5;76.25;100;6.3
Juquitiba;02/02/2023;19.1;23.8;28.5;49.1;74.55;100;0.3
Juquitiba;03/02/2023;18.3;24.2;30.1;40.5;63.45;86.4;2.3
Juquitiba;04/02/2023;18.9;23.35;27.8;76.5;81.5;86.5;14
