Local;Data;Mínima;Média;Máxima;Mínima;Média;Máxima;Precipitação (mm)
Juquitiba;19/03/2016;14.69;21.92;29.15;52.17;74.485;96.8;0
Juquitiba;20/03/2016;15.97;23.76;31.55;27.85;62.275;96.7;0
Juquitiba;21/03/2016;17.91;22.8;27.69;53.65;74.625;95.6;0
Juquitiba;22/03/2016;17.98;24.43;30.88;44.5;70.3;96.1;0
Juquitiba;23/03/2016;15.63;22.025;28.42;54.05;75.075;96.1;0
Juquitiba;24/03/2016;17.05;22.195;27.34;54.86;75.48;96.1;1.524
Juquitiba;25/03/2016;18.58;22.26;25.94;62.92;79.36;95.8;0
Juquitiba;26/03/2016;18.25;22.465;26.68;69.3;82.2;95.1;3.556
Juquitiba;27/03/2016;18.85;23.605;28.36;58.35;76.825;95.3;0
Juquitiba;28/03/2016;18.78;24.26;29.74;53.64;74.97;96.3;0
Juquitiba;29/03/2016;19.32;25.005;30.69;53.1;74.7;96.3;0
Juquitiba;30/03/2016;17.31;22.995;28.68;61.84;78.82;95.8;1.016
Juquitiba;31/03/2016;18.38;23;27.62;66.61;81.455;96.3;0
Juquitiba;01/04/2016;18.45;24.27;30.09;54.65;75.425;96.2;0
Juquitiba;02/04/2016;16.7;23.225;29.75;54.04;75.27;96.5;0
Juquitiba;03/04/2016;17.04;23.335;29.63;48.28;72.44;96.6;0
Juquitiba;04/04/2016;17.91;24.9;31.89;38.73;67.715;96.7;0
Juquitiba;05/04/2016;18.25;23.67;29.09;54.45;75.575;96.7;0
Juquitiba;06/04/2016;16.97;23.295;29.62;49.82;72.76;95.7;0
Juquitiba;07/04/2016;16.43;22.995;29.56;53.52;75.21;96.9;0
Juquitiba;08/04/2016;16.57;24.565;32.56;33.29;65.045;96.8;0
Juquitiba;09/04/2016;17.57;24.005;30.44;54.32;75.51;96.7;0
Juquitiba;10/04/2016;17.71;25.6;33.49;29.67;63.185;96.7;0
Juquitiba;11/04/2016;18.45;24.475;30.5;52.44;74.47;96.5;0
Juquitiba;12/04/2016;17.31;23.1;28.89;55.46;76.03;96.6;0
Juquitiba;13/04/2016;16.58;24.075;31.57;49.21;72.905;96.6;0
Juquitiba;14/04/2016;16.84;23.235;29.63;53.24;74.82;96.4;0
Juquitiba;15/04/2016;16.17;24.33;32.49;33.16;64.88;96.6;0
Juquitiba;16/04/2016;17.18;24.875;32.57;32.9;64.65;96.4;0
Juquitiba;17/04/2016;13.84;23.135;32.43;34.17;65.485;96.8;0
Juquitiba;18/04/2016;14.91;23.67;32.43;31.75;64.225;96.7;0
Juquitiba;19/04/2016;16.25;24.67;33.09;33.77;65.135;96.5;0
Juquitiba;20/04/2016;17.58;24.705;31.83;32.96;64.38;95.8;0
Juquitiba;21/04/2016;16.98;24.715;32.45;37.73;66.965;96.2;0.508
Juquitiba;22/04/2016;14.11;23.04;31.97;29.87;62.935;96;0
Juquitiba;23/04/2016;15.79;24.625;33.46;34.85;65.525;96.2;0
Juquitiba;24/04/2016;15.85;23.575;31.3;33.9;65;96.1;0
Juquitiba;25/04/2016;15.25;23.305;31.36;35.65;65.725;95.8;0
Juquitiba;26/04/2016;16.33;23.68;31.03;33.5;64.55;95.6;0
Juquitiba;27/04/2016;17.66;21.77;25.88;56.62;74.56;92.5;3.81
Juquitiba;28/04/2016;9.08;13.635;18.19;90.1;93.75;97.4;13.21
Juquitiba;29/04/2016;9.76;15.185;20.61;52.55;74.975;97.4;0.254
Juquitiba;30/04/2016;9.69;13.105;16.52;69.63;83.315;97;0
Juquitiba;01/05/2016;7.2;14.935;22.67;43.46;70.33;97.2;0
Juquitiba;02/05/2016;6.865;136.325;20.4;37.08;66.89;96.7;0
Juquitiba;03/05/2016;8.01;16.005;24;37.94;67.32;96.7;0
Juquitiba;04/05/2016;12.16;19.225;26.29;39.56;68.13;96.7;0
Juquitiba;05/05/2016;12.56;19.42;26.28;43.92;70.21;96.5;0
Juquitiba;06/05/2016;12.56;18.62;24.68;55.69;76.045;96.4;0
Juquitiba;07/05/2016;12.77;20.065;27.36;38.88;67.79;96.7;0
Juquitiba;08/05/2016;15.45;19.9;24.35;62.67;79.535;96.4;0
Juquitiba;09/05/2016;14.98;18.29;21.6;71.1;83.75;96.4;0
Juquitiba;10/05/2016;15.32;19.975;24.63;58.16;77.33;96.5;16
Juquitiba;11/05/2016;12.56;17.89;23.22;63.75;80.175;96.6;0.254
Juquitiba;12/05/2016;12.76;18.165;23.57;63.71;80.155;96.6;0.508
Juquitiba;13/05/2016;14.24;18.155;22.07;64.9;80.9;96.9;3.048
Juquitiba;14/05/2016;13.97;16.79;19.61;80.2;88.55;96.9;2.286
Juquitiba;15/05/2016;12.23;16.615;21;61.74;78.87;96;0.254
Juquitiba;16/05/2016;12.43;19.425;26.42;45.26;70.78;96.3;3.81
Juquitiba;17/05/2016;10;15.5;21;;0;;26
Juquitiba;18/05/2016;8;14.5;21;;0;;0.2
Juquitiba;19/05/2016;13.1;14.14;15.18;95;96.05;97.1;16.76
Juquitiba;20/05/2016;13.03;13.94;14.85;92.1;94.6;97.1;1.27
Juquitiba;21/05/2016;13.84;18.16;22.48;71.3;84.1;96.9;51.56
Juquitiba;22/05/2016;14.11;17.43;20.75;78.4;87.55;96.7;8.64
Juquitiba;23/05/2016;12.23;19.235;26.24;56.14;75.92;95.7;5.334
Juquitiba;24/05/2016;12.6;16.8;21;;0;;0
Juquitiba;25/05/2016;10.09;12.435;14.78;84.5;90.65;96.8;6.096
Juquitiba;26/05/2016;12.7;16.75;20.8;58.92;77.66;96.4;0
Juquitiba;27/05/2016;13.71;19.2;24.69;54.42;75.56;96.7;0
Juquitiba;28/05/2016;14.18;17.76;21.34;66.38;81.64;96.9;0.508
Juquitiba;29/05/2016;13.5;15.85;18.2;86.1;91.5;96.9;0
Juquitiba;30/05/2016;12.03;17.62;23.21;57.43;76.665;95.9;0
Juquitiba;31/05/2016;12.97;16.455;19.94;70.3;83.1;95.9;12.19
Juquitiba;01/06/2016;15.79;19.565;23.34;63.41;80.055;96.7;11.68
Juquitiba;02/06/2016;14.85;19.035;23.22;70.7;83.75;96.8;9.4
Juquitiba;03/06/2016;13.37;18.825;24.28;53;75;97;4.064
Juquitiba;04/06/2016;13.57;16.85;20.13;81.1;89.1;97.1;4.572
Juquitiba;05/06/2016;12.9;15.315;17.73;88.3;92.7;97.1;13.46
Juquitiba;06/06/2016;12.9;17.825;22.75;75.2;86.25;97.3;9.14
Juquitiba;07/06/2016;11.83;17.225;22.62;77.4;87.4;97.4;27.69
Juquitiba;08/06/2016;8.55;10.86;13.17;95.3;96.45;97.6;1.27
Juquitiba;09/06/2016;3.655;111.625;18.67;55.51;76.555;97.6;0.254
Juquitiba;10/06/2016;0.908;9.154;17.4;49.13;73.565;98;0
Juquitiba;11/06/2016;-0.432;9.089;18.61;35.76;66.78;97.8;0
Juquitiba;12/06/2016;-0.232;8.619;17.47;39.53;68.665;97.8;0
Juquitiba;13/06/2016;-1.434;7.783;17;31.52;65.01;98.5;0
Juquitiba;14/06/2016;-1.366;7.542;16.45;51.01;74.705;98.4;0
Juquitiba;15/06/2016;3.121;119.305;20.74;39.1;68.2;97.3;0
Juquitiba;16/06/2016;7.08;16.125;25.17;41.45;69.175;96.9;0
Juquitiba;17/06/2016;7.21;17.42;27.63;35.26;66.18;97.1;0
Juquitiba;18/06/2016;8.35;16.985;25.62;38.35;67.675;97;0
Juquitiba;19/06/2016;12.17;14.485;16.8;81.3;89.1;96.9;0.254
Juquitiba;20/06/2016;11.16;16.655;22.15;62.63;79.515;96.4;0.254
Juquitiba;21/06/2016;9.49;11.665;13.84;91.2;94.1;97;2.032
Juquitiba;22/06/2016;9.82;11.195;12.57;87.2;92.2;97.2;1.27
Juquitiba;23/06/2016;8.88;11.465;14.05;93;95.3;97.6;8.38
Juquitiba;24/06/2016;8.75;15.455;22.16;56.65;77.125;97.6;0.254
Juquitiba;25/06/2016;9.42;14.68;19.94;64.18;80.74;97.3;0
Juquitiba;26/06/2016;11.84;16.355;20.87;60.34;77.57;94.8;0
Juquitiba;27/06/2016;11.57;17.295;23.02;52.06;73.38;94.7;0
Juquitiba;28/06/2016;9.35;15.585;21.82;53.15;75.175;97.2;0
Juquitiba;29/06/2016;6.746;15.453;24.16;34.66;66.03;97.4;0
Juquitiba;30/06/2016;6.813;162.165;25.62;39.49;68.195;96.9;0
Juquitiba;01/07/2016;9.08;16.755;24.43;37.22;67.31;97.4;0
Juquitiba;02/07/2016;9.15;17.025;24.9;56.1;76.75;97.4;0
Juquitiba;03/07/2016;9.35;18.12;26.89;38.95;68.175;97.4;0
Juquitiba;04/07/2016;9.49;17.7;25.91;44.13;70.565;97;0
Juquitiba;05/07/2016;8.55;17.685;26.82;33.58;65.29;97;0
Juquitiba;06/07/2016;8.69;17.695;26.7;36.2;66.5;96.8;0
Juquitiba;07/07/2016;5.604;15.747;25.89;41.84;69.27;96.7;0
Juquitiba;08/07/2016;2.658;13.309;23.96;18.68;57.34;96;0
Juquitiba;09/07/2016;2.523;113.015;20.08;37.16;67.08;97;0
Juquitiba;10/07/2016;3.6;13.475;23.35;39.44;68.42;97.4;0
Juquitiba;11/07/2016;6.544;17.757;28.97;30.49;63.695;96.9;0
Juquitiba;12/07/2016;9.43;19.37;29.31;28.95;62.675;96.4;0
Juquitiba;13/07/2016;10.77;19.635;28.5;30.76;62.93;95.1;0
Juquitiba;14/07/2016;10.63;17.695;24.76;53.68;75.14;96.6;0
Juquitiba;15/07/2016;10.63;19.4;28.17;30.96;63.83;96.7;0
Juquitiba;16/07/2016;10.97;19.835;28.7;28.27;60.485;92.7;0
Juquitiba;17/07/2016;7.96;13.925;19.89;75.9;86.6;97.3;16.76
Juquitiba;18/07/2016;6.348;13.524;20.7;26.41;61.855;97.3;0
Juquitiba;19/07/2016;6.144;11.747;17.35;51.43;72.615;93.8;0
Juquitiba;20/07/2016;8.4;12.5;16.6;;0;;0
Juquitiba;21/07/2016;8.1;10.5;12.9;;0;;0
Juquitiba;22/07/2016;8.8;11.35;13.9;;0;;0.3
Juquitiba;23/07/2016;10;12.45;14.9;;0;;0
Juquitiba;24/07/2016;7.8;15.35;22.9;;0;;0
Juquitiba;25/07/2016;7.8;17.8;27.8;;0;;0
Juquitiba;26/07/2016;7.09;16.33;25.57;42.39;69.645;96.9;0
Juquitiba;27/07/2016;7.02;16.995;26.97;29.89;63.295;96.7;0
Juquitiba;28/07/2016;5.013;166.565;28.3;36.81;66.355;95.9;0
Juquitiba;29/07/2016;5.685;107.425;15.8;71.5;83.85;96.2;0.254
Juquitiba;30/07/2016;11.51;12.92;14.33;86;91;96;0
Juquitiba;31/07/2016;12.85;17.63;22.41;51.66;73.18;94.7;0.254
Juquitiba;01/08/2016;9.37;16.735;24.1;50.59;74.045;97.5;0
Juquitiba;02/08/2016;9.37;17.37;25.37;37.42;67.41;97.4;0
Juquitiba;03/08/2016;11.65;13.29;14.93;86.9;91.75;96.6;1.524
Juquitiba;04/08/2016;12.85;15.265;17.68;80.5;88.6;96.7;0.508
Juquitiba;05/08/2016;11.78;18.405;25.03;48.84;72.87;96.9;0
Juquitiba;06/08/2016;11.65;19.98;28.31;27.94;62.47;97;0
Juquitiba;07/08/2016;11.85;19.945;28.04;29.69;62.945;96.2;0
Juquitiba;08/08/2016;11.78;14.265;16.75;68.05;82.225;96.4;0.508
Juquitiba;09/08/2016;11.78;13.46;15.14;86.1;91.45;96.8;0
Juquitiba;10/08/2016;11.78;16.27;20.76;76.4;86.65;96.9;0.254
Juquitiba;11/08/2016;6.555;114.775;16.4;60.5;78.95;97.4;0
Juquitiba;12/08/2016;7.9;10.31;12.72;83.5;90.5;97.5;1.016
Juquitiba;13/08/2016;8.02;12.245;16.47;65.41;81.355;97.3;0
Juquitiba;14/08/2016;6.222;16.871;27.52;24.39;60.595;96.8;0
Juquitiba;15/08/2016;7.17;18.98;30.79;19.07;58.035;97;0
Juquitiba;16/08/2016;9.37;17.115;24.86;46.65;71.675;96.7;0.254
Juquitiba;17/08/2016;10.65;18.415;26.18;41.99;69.095;96.2;0
Juquitiba;18/08/2016;11.86;20.085;28.31;35.6;66.1;96.6;13.72
Juquitiba;19/08/2016;12.18;14.695;17.21;87.6;92.15;96.7;0
Juquitiba;20/08/2016;13.2;18.915;24.63;59.19;77.995;96.8;3.048
Juquitiba;21/08/2016;14.53;17.58;20.63;78.7;87.75;96.8;37.08
Juquitiba;22/08/2016;7.23;12.66;18.09;85.3;91.35;97.4;10.41
Juquitiba;23/08/2016;7.7;10.075;12.45;77.9;87.65;97.4;0
Juquitiba;24/08/2016;9.65;14.03;18.41;57.07;75.935;94.8;0
Juquitiba;25/08/2016;12.19;17.78;23.37;44.09;68.795;93.5;0
Juquitiba;26/08/2016;7.63;16.57;25.51;48.58;73.14;97.7;0
Juquitiba;27/08/2016;6.426;16.723;27.02;23.71;60.655;97.6;0
Juquitiba;28/08/2016;7.5;18.035;28.57;22.57;59.485;96.4;0
Juquitiba;29/08/2016;8.71;19.275;29.84;23.57;59.785;96;0
Juquitiba;30/08/2016;12.33;21.62;30.91;25.58;60.94;96.3;0
Juquitiba;31/08/2016;13.93;20.215;26.5;49.84;72.97;96.1;11.18
Juquitiba;01/09/2016;8.64;13.36;18.08;76.6;86.9;97.2;2.54
Juquitiba;02/09/2016;9.18;15.47;21.76;51.94;74.52;97.1;0.762
Juquitiba;03/09/2016;15;17.075;19.15;80.6;88.5;96.4;0.762
Juquitiba;04/09/2016;16.41;19.585;22.76;71.8;84.3;96.8;10.41
Juquitiba;05/09/2016;15;18.71;22.42;62.63;79.715;96.8;0
Juquitiba;06/09/2016;14.6;17.44;20.28;72.2;84.1;96;11.43
Juquitiba;07/09/2016;15.2;17.345;19.49;74.9;84.3;93.7;0
Juquitiba;08/09/2016;5.76;12.79;19.82;58.41;77.755;97.1;0
Juquitiba;09/09/2016;6.501;151.305;23.76;32.92;64.96;97;0
Juquitiba;10/09/2016;12.4;14.97;17.54;77;86;95;0
Juquitiba;11/09/2016;15.34;18.725;22.11;67.62;81.46;95.3;0
Juquitiba;12/09/2016;15.87;21.885;27.9;51.11;73.255;95.4;0
Juquitiba;13/09/2016;13.26;21.855;30.45;26.33;60.865;95.4;0
Juquitiba;14/09/2016;16.68;23.565;30.45;24.31;55.205;86.1;0
Juquitiba;15/09/2016;9.18;15.675;22.17;36.69;65.995;95.3;0
Juquitiba;16/09/2016;7.5;14.755;22.01;46.37;71.585;96.8;0
Juquitiba;17/09/2016;8.04;11.925;15.81;78.4;87.65;96.9;0
Juquitiba;18/09/2016;13.67;19.05;24.43;58.52;77.36;96.2;0
Juquitiba;19/09/2016;13.4;22.495;31.59;34.86;65.88;96.9;17.53
Juquitiba;20/09/2016;13.67;16.845;20.02;79.4;88.15;96.9;0
Juquitiba;21/09/2016;7.44;11.02;14.6;80.5;88.65;96.8;0
Juquitiba;22/09/2016;9.99;14.775;19.56;55.99;76.395;96.8;98.6
Juquitiba;23/09/2016;12.87;16.58;20.29;58.21;76.305;94.4;0
Juquitiba;24/09/2016;11.79;18.48;25.17;50.79;73.745;96.7;0
Juquitiba;25/09/2016;12.67;14.94;17.21;73.4;85.05;96.7;1.27
Juquitiba;26/09/2016;10.79;12.765;14.74;86.3;91.1;95.9;2.032
Juquitiba;27/09/2016;7.91;13.03;18.15;61.31;79.455;97.6;1.27
Juquitiba;28/09/2016;7.97;14.6;21.23;54.91;76.255;97.6;0
Juquitiba;29/09/2016;8.24;16.905;25.57;47.23;72.415;97.6;0
Juquitiba;30/09/2016;10.53;17.72;24.91;37.02;67.16;97.3;0
Juquitiba;01/10/2016;12.06;14.205;16.35;83.8;89.8;95.8;0
Juquitiba;02/10/2016;13;14.675;16.35;83;89.4;95.8;0
Juquitiba;03/10/2016;14.34;17.015;19.69;72.8;84;95.2;0
Juquitiba;04/10/2016;14.07;16.28;18.49;83.9;90.35;96.8;0
Juquitiba;05/10/2016;13.8;17.75;21.7;66.68;81.74;96.8;0
Juquitiba;06/10/2016;13.47;17.285;21.1;60.56;78.43;96.3;0
Juquitiba;07/10/2016;12.19;18.38;24.57;43.88;70.04;96.2;0
Juquitiba;08/10/2016;10.12;14.705;19.29;62.85;79.775;96.7;0
Juquitiba;09/10/2016;10.05;17.845;25.64;32.18;64.04;95.9;0
Juquitiba;10/10/2016;13.01;17.36;21.71;59.42;77.56;95.7;0
Juquitiba;11/10/2016;13.87;16.11;18.35;72.5;84.5;96.5;0
Juquitiba;12/10/2016;12.67;15.545;18.42;82.1;89.5;96.9;0
Juquitiba;13/10/2016;13.61;20.07;26.53;57.13;77.015;96.9;0
Juquitiba;14/10/2016;15.81;20.535;25.26;57.6;77.05;96.5;0
Juquitiba;15/10/2016;16.88;21.165;25.45;65.78;80.84;95.9;0
Juquitiba;16/10/2016;16.14;21.225;26.31;62.89;79.495;96.1;0
Juquitiba;17/10/2016;18.82;25.505;32.19;39.29;67.195;95.1;0
Juquitiba;18/10/2016;18.02;26.215;34.41;32.44;63.77;95.1;0
Juquitiba;19/10/2016;17.96;25.28;32.6;39.42;66.96;94.5;0
Juquitiba;20/10/2016;18.96;26.785;34.61;30.96;62.93;94.9;0
Juquitiba;21/10/2016;17.35;25.645;33.94;34.52;65.26;96;0
Juquitiba;22/10/2016;14.01;16.955;19.9;82.4;89.35;96.3;0
Juquitiba;23/10/2016;14.55;16.65;18.75;84.2;90.25;96.3;0
Juquitiba;24/10/2016;16.49;20.165;23.84;70.2;83.1;96;0
Juquitiba;25/10/2016;17.69;22.17;26.65;67.8;82.1;96.4;0
Juquitiba;26/10/2016;18.5;20.74;22.98;77.4;86.85;96.3;0
Juquitiba;27/10/2016;17.69;22.635;27.58;64.77;80.435;96.1;0
Juquitiba;28/10/2016;12.14;18.43;24.72;65.52;80.51;95.5;0
Juquitiba;29/10/2016;9.52;15.645;21.77;53.91;74.655;95.4;0
Juquitiba;30/10/2016;12.41;15.685;18.96;65.41;80.405;95.4;0
Juquitiba;31/10/2016;14.41;16.38;18.35;76;86.1;96.2;0
Juquitiba;01/11/2016;15.21;20.63;26.05;61.69;78.795;95.9;0
Juquitiba;02/11/2016;15.74;22.57;29.4;45.27;70.035;94.8;0
Juquitiba;03/11/2016;17.02;23.64;30.26;41.24;68.57;95.9;0
Juquitiba;04/11/2016;14.35;16.22;18.09;95.5;96.15;96.8;0
Juquitiba;05/11/2016;14.41;17.22;20.03;78.8;87.8;96.8;0
Juquitiba;06/11/2016;14.34;16.62;18.9;75.4;85.6;95.8;0
Juquitiba;07/11/2016;16.01;20.795;25.58;60.15;78.125;96.1;0
Juquitiba;08/11/2016;14.81;20.625;26.44;57.58;76.99;96.4;0
Juquitiba;09/11/2016;14.48;21;27.52;50.45;73.325;96.2;0
Juquitiba;10/11/2016;15.41;22.94;30.47;36.07;66.085;96.1;0
Juquitiba;11/11/2016;14.35;21.67;28.99;51.53;73.665;95.8;0
Juquitiba;12/11/2016;16.95;24.04;31.13;42.85;68.925;95;0
Juquitiba;13/11/2016;14.94;16.815;18.69;84.6;90.5;96.4;0
Juquitiba;14/11/2016;15.95;16.92;17.89;92.2;94.2;96.2;0
Juquitiba;15/11/2016;16.82;18.895;20.97;76;86.2;96.4;0
Juquitiba;16/11/2016;15.88;20;24.12;68.48;82.39;96.3;0
Juquitiba;17/11/2016;15.94;22.335;28.73;44.81;70.705;96.6;0
Juquitiba;18/11/2016;14.34;21.565;28.79;58.92;77.61;96.3;0
Juquitiba;19/11/2016;10.79;13.97;17.15;90.7;93.6;96.5;0
Juquitiba;20/11/2016;8.65;13.37;18.09;58.9;77.6;96.3;0
Juquitiba;21/11/2016;11.19;16.615;22.04;55.65;75.375;95.1;0
Juquitiba;22/11/2016;13;20.36;27.72;28.49;61.045;93.6;0
Juquitiba;23/11/2016;16.37;19.405;22.44;62.98;78.04;93.1;0
Juquitiba;24/11/2016;16.01;20.53;25.05;66.34;80.67;95;0
Juquitiba;25/11/2016;16.82;21.705;26.59;56.71;75.505;94.3;0
Juquitiba;26/11/2016;16.48;21.735;26.99;52.87;74.135;95.4;0
Juquitiba;27/11/2016;17.09;22.475;27.86;58.11;76.705;95.3;0
Juquitiba;28/11/2016;17.96;24.28;30.6;54.95;75.325;95.7;0
Juquitiba;29/11/2016;18.83;24.34;29.85;50.17;73.135;96.1;0
Juquitiba;30/11/2016;14.01;17.755;21.5;85.4;90.75;96.1;0
Juquitiba;01/12/2016;14.08;16.39;18.7;73.9;84.6;95.3;0
Juquitiba;02/12/2016;15.42;17.39;19.36;75.6;85.1;94.6;0
Juquitiba;03/12/2016;16.35;20.53;24.71;63.91;79.455;95;0
Juquitiba;04/12/2016;18.23;23.88;29.53;51.71;72.955;94.2;0
Juquitiba;05/12/2016;13.54;20.765;27.99;43.4;69.85;96.3;0
Juquitiba;06/12/2016;10.93;18.585;26.24;53.74;74.92;96.1;0
Juquitiba;07/12/2016;13.68;21.63;29.58;33.99;64.295;94.6;0
Juquitiba;08/12/2016;16.15;23.57;30.99;34.05;64.675;95.3;0
Juquitiba;09/12/2016;17.2;23.65;30.1;;0;;0
Juquitiba;10/12/2016;18.77;22.88;26.99;66.05;80.625;95.2;0
Juquitiba;11/12/2016;19.57;24.31;29.05;53.67;74.235;94.8;0
Juquitiba;12/12/2016;19.36;22.845;26.33;71.9;84.05;96.2;0
Juquitiba;13/12/2016;17.22;19.705;22.19;84;90.05;96.1;0
Juquitiba;14/12/2016;19.23;24.645;30.06;54.95;75.325;95.7;0
Juquitiba;15/12/2016;14.41;17.795;21.18;92.5;94.05;95.6;0
Juquitiba;16/12/2016;11.87;14.29;16.71;82.1;88.95;95.8;0
Juquitiba;17/12/2016;13.08;16.685;20.29;69.97;82.985;96;0
Juquitiba;18/12/2016;15.97;20.345;24.72;53.57;74.335;95.1;0
Juquitiba;19/12/2016;16.02;21.805;27.59;54.09;75.245;96.4;0
Juquitiba;20/12/2016;16.62;23.14;29.66;41.98;69.09;96.2;0
Juquitiba;21/12/2016;16.48;22.335;28.19;52.54;74.27;96;0
Juquitiba;22/12/2016;16.49;22.34;28.19;50.31;73.355;96.4;0
Juquitiba;23/12/2016;18.16;23.11;28.06;45.34;70.82;96.3;0
Juquitiba;24/12/2016;16.68;24.64;32.6;32.37;63.735;95.1;0
Juquitiba;25/12/2016;16.15;24.41;32.67;31.1;63.55;96;0
Juquitiba;26/12/2016;16.75;22.875;29;55.76;75.78;95.8;0
Juquitiba;27/12/2016;18.29;25.54;32.79;30.69;62.895;95.1;0
Juquitiba;28/12/2016;17.76;25.675;33.59;37.13;66.215;95.3;0
Juquitiba;29/12/2016;19.9;25.345;30.79;51.78;72.99;94.2;0
Juquitiba;30/12/2016;19.54;26;32.46;45.53;70.815;96.1;0
Juquitiba;31/12/2016;19.09;25.005;30.92;42.24;69.02;95.8;0
Juquitiba;01/01/2017;18.42;25.24;32.06;40.03;67.865;95.7;0
Juquitiba;02/01/2017;18.49;24.24;29.99;50.04;72.77;95.5;3647
Juquitiba;03/01/2017;18.09;24.64;31.19;44.59;70.595;96.6;0
Juquitiba;04/01/2017;18.35;23.635;28.92;58.17;77.285;96.4;0
Juquitiba;05/01/2017;18.96;24.405;29.85;49.36;72.83;96.3;0
Juquitiba;06/01/2017;18.55;24.13;29.71;52.18;73.69;95.2;0
Juquitiba;07/01/2017;19.62;24.465;29.31;57.42;76.91;96.4;0
Juquitiba;08/01/2017;19.08;23.93;28.78;61.39;78.945;96.5;0
Juquitiba;09/01/2017;19.62;25.57;31.52;43.98;70.24;96.5;0
Juquitiba;10/01/2017;19.28;24.635;29.99;58.64;77.57;96.5;0
Juquitiba;11/01/2017;20.95;25.2;29.45;54.34;74.82;95.3;0
Juquitiba;12/01/2017;20.15;25.83;31.51;50.83;73.465;96.1;0
Juquitiba;13/01/2017;17.01;19.385;21.76;91;93.85;96.7;0
Juquitiba;14/01/2017;17.41;21.52;25.63;73.2;84.95;96.7;0
Juquitiba;15/01/2017;17.81;23.93;30.05;49.76;73.13;96.5;0
Juquitiba;16/01/2017;18.21;24.095;29.98;57.76;77.13;96.5;0
Juquitiba;17/01/2017;19.08;24.36;29.64;53.53;74.915;96.3;0
Juquitiba;18/01/2017;19.22;21.695;24.17;74.4;85.05;95.7;0
Juquitiba;19/01/2017;19.28;20.955;22.63;85.6;90.6;95.6;0
Juquitiba;20/01/2017;17.47;21.185;24.9;76.4;86.55;96.7;0
Juquitiba;21/01/2017;17.81;20.95;24.09;72.6;84.55;96.5;0
Juquitiba;22/01/2017;16.41;20.62;24.83;73.5;85.2;96.9;0
Juquitiba;23/01/2017;16.8;20.85;24.9;68.52;82.71;96.9;0
Juquitiba;24/01/2017;17.07;22.02;26.97;57.57;77.235;96.9;0
Juquitiba;25/01/2017;19.34;24.86;30.38;48.01;72.205;96.4;0
Juquitiba;26/01/2017;19.07;23.69;28.31;53.13;73.465;93.8;0
Juquitiba;27/01/2017;19.07;21.715;24.36;78.5;87.35;96.2;0
Juquitiba;28/01/2017;18.87;21.515;24.16;76.9;86.5;96.1;0
Juquitiba;29/01/2017;19.34;23.82;28.3;64.15;80.125;96.1;0
Juquitiba;30/01/2017;19.41;24.76;30.11;51.51;73.805;96.1;0
Juquitiba;31/01/2017;19.41;24.095;28.78;58.17;76.985;95.8;0
Juquitiba;01/02/2017;17.2;23.085;28.97;51.58;74.04;96.5;0
Juquitiba;02/02/2017;17.4;22.45;27.5;58.5;77.65;96.8;0
Juquitiba;03/02/2017;18.54;23.385;28.23;56.88;76.69;96.5;0
Juquitiba;04/02/2017;18.14;23.49;28.84;56.75;76.725;96.7;0
Juquitiba;05/02/2017;17;22.215;27.43;65.35;81.125;96.9;0
Juquitiba;06/02/2017;18.81;25.43;32.05;44.99;70.645;96.3;0
Juquitiba;07/02/2017;17.6;23.63;29.66;56.55;76.675;96.8;0
Juquitiba;08/02/2017;18.75;24.07;29.39;60.12;78.46;96.8;0
Juquitiba;09/02/2017;16;21.285;26.57;64.29;80.295;96.3;0
Juquitiba;10/02/2017;17.13;22.32;27.51;50.92;73.16;95.4;0
Juquitiba;11/02/2017;18.75;23.405;28.06;55.43;75.015;94.6;0
Juquitiba;12/02/2017;18.07;24.93;31.79;39.62;68.06;96.5;0
Juquitiba;13/02/2017;17.68;25.17;32.66;36.13;66.565;97;0
Juquitiba;14/02/2017;16.93;24.43;31.93;37.54;67.32;97.1;0
Juquitiba;15/02/2017;17.2;24.9;32.6;38.21;67.555;96.9;0
Juquitiba;16/02/2017;16.13;24.295;32.46;38.34;67.52;96.7;0
Juquitiba;17/02/2017;14.99;24.33;33.67;43.45;70.175;96.9;0
Juquitiba;18/02/2017;17.07;25.23;33.39;24.11;60.405;96.7;0
Juquitiba;19/02/2017;14.6;24.095;33.59;30.43;63.315;96.2;0
Juquitiba;20/02/2017;15.46;24.765;34.07;41.77;69.035;96.3;0
Juquitiba;21/02/2017;16.8;25.27;33.74;46.14;71.42;96.7;0
Juquitiba;22/02/2017;17.87;24.63;31.39;52.59;74.595;96.6;0
Juquitiba;23/02/2017;17;25.03;33.06;37.67;67.135;96.6;0
Juquitiba;24/02/2017;18.01;25.555;33.1;32.29;64.495;96.7;0
Juquitiba;25/02/2017;17.81;24.555;31.3;49.08;72.94;96.8;0
Juquitiba;26/02/2017;18.48;22.09;25.7;66.57;81.335;96.1;0
Juquitiba;27/02/2017;16.93;21.945;26.96;57.15;77.125;97.1;0
Juquitiba;28/02/2017;15.73;22.415;29.1;54.2;75.7;97.2;0
Juquitiba;01/03/2017;16.74;23.925;31.11;45.19;71.195;97.2;0
Juquitiba;02/03/2017;20.09;25.595;31.1;46.94;71.32;95.7;0
Juquitiba;03/03/2017;20.15;24.83;29.51;59.31;77.205;95.1;0
